id	category	domain	seconds	trim_start	provider	creator	license	license_url	source_page	download_url
melbourne_library	Melbourne State Library exterior	busy_city	18	20	Freesound via Openverse	dnlburnett	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/dnlburnett/sounds/360759	https://cdn.freesound.org/previews/360/360759_5658680-hq.mp3
cairo_ramadan_night	Ramadan night in Cairo	busy_city	26	10	Freesound via Openverse	rucisko	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/rucisko/sounds/462734	https://cdn.freesound.org/previews/462/462734_2978883-hq.mp3
hockley_evening	Hockley Saturday evening	busy_city	34	10	Freesound via Openverse	kyles	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/kyles/sounds/406563	https://cdn.freesound.org/previews/406/406563_612689-hq.mp3
park_traffic_people	Traffic and people near a park	busy_city	40	1	Freesound via Openverse	felix.blume	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/felix.blume/sounds/667197	https://cdn.freesound.org/previews/667/667197_1661766-hq.mp3
madrid_puerta_sol	Madrid Puerta del Sol crowd	busy_city	48	1	Freesound via Openverse	rucisko	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/rucisko/sounds/462494	https://cdn.freesound.org/previews/462/462494_2978883-hq.mp3
greenwich_food_market	Greenwich food market	busy_city	56	30	Freesound via Openverse	blaukreuz	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/blaukreuz/sounds/252696	https://cdn.freesound.org/previews/252/252696_623488-hq.mp3
factory_fan	Large factory fan	industrial	18	2	Freesound via Openverse	IanStarGem	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/IanStarGem/sounds/272265	https://cdn.freesound.org/previews/272/272265_4965320-hq.mp3
industrial_ambience	Industrial room ambience	industrial	26	10	Freesound via Openverse	Lewente	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Lewente/sounds/393398	https://cdn.freesound.org/previews/393/393398_5416641-hq.mp3
steampunk_factory	Steampunk factory machinery	industrial	34	20	Freesound via Openverse	szegvari	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/szegvari/sounds/580633	https://cdn.freesound.org/previews/580/580633_2282212-hq.mp3
factory_atmo	Factory atmosphere	industrial	40	15	Freesound via Openverse	szegvari	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/szegvari/sounds/580455	https://cdn.freesound.org/previews/580/580455_2282212-hq.mp3
industrial_machine_tone	Industrial machine tone	industrial	48	30	Freesound via Openverse	Kostrava	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Kostrava/sounds/434507	https://cdn.freesound.org/previews/434/434507_1134415-hq.mp3
scrap_metal_processing	Scrap-metal processing industry	industrial	56	0	Freesound via Openverse	BuddhaMaster	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/BuddhaMaster/sounds/62915	https://cdn.freesound.org/previews/62/62915_833057-hq.mp3
rain_ambience	Steady rain ambience	rain	18	10	Freesound via Openverse	nick121087	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/nick121087/sounds/234317	https://cdn.freesound.org/previews/234/234317_3840537-hq.mp3
living_room_rain	Rain heard from a living room	rain	26	30	Freesound via Openverse	RavenWolfProds	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/RavenWolfProds/sounds/501008	https://cdn.freesound.org/previews/501/501008_9619518-hq.mp3
party_tent_rain	Rain on a party tent	rain	34	10	Freesound via Openverse	INNORECORDS	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/INNORECORDS/sounds/457447	https://cdn.freesound.org/previews/457/457447_9518146-hq.mp3
bitumen_roof_rain	Rain on a bitumen roof	rain	40	10	Freesound via Openverse	richwise	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/richwise/sounds/466241	https://cdn.freesound.org/previews/466/466241_1481531-hq.mp3
open_barn_rain	Rain in an open barn	rain	48	10	Freesound via Openverse	bruno.auzet	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/bruno.auzet/sounds/640196	https://cdn.freesound.org/previews/640/640196_11519060-hq.mp3
french_rainstorm	Long French rainstorm	rain	56	1	Freesound via Openverse	pulswelle	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/pulswelle/sounds/477556	https://cdn.freesound.org/previews/477/477556_2367966-hq.mp3
arrowhead_stadium	Arrowhead Stadium crowd	sports	10	1	Freesound via Openverse	kyles	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/kyles/sounds/629884	https://cdn.freesound.org/previews/629/629884_612689-hq.mp3
stadium_crowd_sing	Singing stadium crowd	sports	12	3	Freesound via Openverse	AxelTheCocker02	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/AxelTheCocker02/sounds/733614	https://cdn.freesound.org/previews/733/733614_15430596-hq.mp3
syracuse_dome	Syracuse Dome cheering	sports	14	1	Freesound via Openverse	secretsurname	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/secretsurname/sounds/639283	https://cdn.freesound.org/previews/639/639283_10659986-hq.mp3
soccer_audience	Soccer audience ambience	sports	40	0	Freesound via Openverse	neilraouf	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/neilraouf/sounds/424354	https://cdn.freesound.org/previews/424/424354_2639035-hq.mp3
college_football	College football game	sports	48	10	Freesound via Openverse	timmyg62	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/timmyg62/sounds/328623	https://cdn.freesound.org/previews/328/328623_5649321-hq.mp3
bolt_200_metres	Usain Bolt 200 metre crowd	sports	56	10	Freesound via Openverse	rodincoil	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/rodincoil/sounds/317470	https://cdn.freesound.org/previews/317/317470_4709749-hq.mp3
emotional_synthscape	Emotional ambient synthscape	long_instrument	18	10	Freesound via Openverse	cabled_mess	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/cabled_mess/sounds/345591	https://cdn.freesound.org/previews/345/345591_5450487-hq.mp3
after_the_flu	After the flu instrumental	long_instrument	26	10	Freesound via Openverse	ecfike	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/ecfike/sounds/165290	https://cdn.freesound.org/previews/165/165290_2337290-hq.mp3
nostalgic_synth	Nostalgic A-minor synthesizer	long_instrument	30	0	Freesound via Openverse	syntheffects	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/syntheffects/sounds/566523	https://cdn.freesound.org/previews/566/566523_12265588-hq.mp3
january_instrumental	January instrumental piece	long_instrument	40	10	Freesound via Openverse	unfa	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/unfa/sounds/213242	https://cdn.freesound.org/previews/213/213242_1038806-hq.mp3
library_2am	Library at 2 am instrumental	long_instrument	48	1	Freesound via Openverse	blainksaint	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/blainksaint/sounds/255160	https://cdn.freesound.org/previews/255/255160_4582995-hq.mp3
ambient_dance	Ambient Dance instrumental	long_instrument	56	10	Freesound via Openverse	Seth_Makes_Sounds	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Seth_Makes_Sounds/sounds/672440	https://cdn.freesound.org/previews/672/672440_13228046-hq.mp3
bush_oppression	George W. Bush speech excerpt	speeches	10	0	Freesound via Openverse	m_colon_o	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/m_colon_o/sounds/15376	https://cdn.freesound.org/previews/15/15376_46387-hq.mp3
bosnian_announcer	Bosnian radio announcer	speeches	12	1	Freesound via Openverse	plasterbrain	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/plasterbrain/sounds/242862	https://cdn.freesound.org/previews/242/242862_4284968-hq.mp3
serbia_rally	Serbian political rally speech	speeches	24	4	Freesound via Openverse	EpicWizard	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/EpicWizard/sounds/386984	https://cdn.freesound.org/previews/386/386984_2291325-hq.mp3
jfk_space_race	JFK space-race speech	speeches	40	60	Freesound via Openverse	cityrocker	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/cityrocker/sounds/322026	https://cdn.freesound.org/previews/322/322026_689000-hq.mp3
political_speech	Public political speech	speeches	48	10	Freesound via Openverse	kyles	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/kyles/sounds/451371	https://cdn.freesound.org/previews/451/451371_612689-hq.mp3
model_christian_charity	Model of Christian Charity reading	speeches	56	300	Wikimedia Commons via Openverse	Libravox, Progressing America	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://commons.wikimedia.org/w/index.php?curid=137896720	https://upload.wikimedia.org/wikipedia/commons/b/b5/Snf024_modelofchristiancharity_winthrop_pga.ogg
railway_station_six	Railway station ambience six	train_ambient	18	5	Freesound via Openverse	Tineidae	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Tineidae/sounds/244389	https://cdn.freesound.org/previews/244/244389_2512043-hq.mp3
train_leaves	Train leaving a station	train_ambient	26	10	Freesound via Openverse	avakas	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/avakas/sounds/197125	https://cdn.freesound.org/previews/197/197125_1467893-hq.mp3
freight_train_pass	Freight train passing a station	train_ambient	34	1	Freesound via Openverse	dendolder	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/dendolder/sounds/205839	https://cdn.freesound.org/previews/205/205839_3848664-hq.mp3
